,job_title,job_link,company,location,date_posted
25,Beauty/Laser Therapist - Leicester,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AuBDfRLyQmDBZf60KU5oKLTEpX4iRE1dGsRJrunz7eMfIVm_9EMXRmzaxkgMkcMN4kHn0ok6GINtMNfi1x4AYFp_uQyAOtXRWoDK05Xbs4sctT7UToDuZXS6NwciuyIKdi02G-UvAmCt2NBSI6o5xCdGPOCbGezx6yAbN6H8CK5iJLMCWT057bG9EvODnENUvQ-bVnLaTMLHU4IjEbLmDR3btvMeRiYFpJxw2nIK1NN-tyTfcWV2xI573BEiJsPlya_zC1FfJw8PRqy76CrHA7kxm2h0Qqwp1QmDKvyEyMy8H7r-f-jRrORyX75c1dxHNn7FS3pQJrWURZ_2spsHAlQwYYQRK6EVo_uO9VlZtQedwmepuQDmif9xervjWMnQW3IMOe8rI-QDBl7K5W7w0joCuSueCIOYIORxjiqAZg6B6F8jymkA6gEUYK3WoDIKg3LrTDviMmgU9-6CvLvzyTIENY8aodE2HMz0NMnuomnaFJP8AoEiTTVFz39nbCYWfK3N1VHHktzyOEhd5zDKqE&xkcb=SoAs-_M3MPUMix2MF50AbzkdCdPP&p=10&fvj=1&vjs=3,Laser Clinics UK,Leicester,Today
26,Greggs Team Member,https://uk.indeed.com/company/Harvest-Energy/jobs/Greggs-Team-Member-f60e1c263b408469?fccid=f93f6ae15bda5464&vjs=3,Harvest Energy,Leicester LE4,Today
27,Production Operator,https://uk.indeed.com/viewjob?jk=f13737dc847c2056&fccid=f4c6ba597fc7aa75&vjs=3,Baker Hughes,Leicester LE6,Just posted
28,Student Conduct and Complaints Senior Officer,https://uk.indeed.com/viewjob?jk=1e76bba902da5bef&fccid=e36b65a70108ad08&vjs=3,University of Leicester Recruitment Team,Leicester LE1, 1 day ago
29,Campaign Specialist,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0D4JjyQY8aFHHdIlSs-RiR9lpwc7muFjiIbNpaOffNRGQgDpmffKIAcefaAdH6H1dMRJbV6dLptzOQ6IZwptRF4IY0UmN4l_oU0liQWU0YhNgQ395Enyt6h4tb8kmd_YuLe6cZK-7ipeJMQtkOZfNzXiVx5xubO2fYuQPUy1Ee4Y1-R6fr-T3wrg4TaDDi4UO1jtt4USkNczVbQ5N-D1BqDqLisL4SgI2d8W6Lj2MsMmLldgVxHNYrdHgDe2hznROBTOlBOpZhJnnUEEYMzgeDqEKImF5xJm0bOEHANdHTnsgbIXf5zEbwT3BZWPKqUtpTji-hLAoKiM3hoAgb_iA5EnmV1lOjvi2-m5v8-Fx1Q9yS1haez9-T-GpaeQf89FruOfBnCHhx-c-8rIR-hJl_KRTZ0UnekXKVBnBxsoDPCsZOzNiUEtZGOpq05bjmAuuaZlj91_R5Blnez1uYwPTJzf5Ax5YjIZIkorpxQEXHPLVOJbxdQF_WikUbpteEg7WU=&xkcb=SoA_-_M3MPUMix2MF50EbzkdCdPP&p=14&fvj=1&vjs=3,Guiding Lights,Leicester,Today
30,Head of People Services,https://uk.indeed.com/company/Leicestershire-County-Council/jobs/Head-of-Customer-Service-75e063a7dd0d526e?fccid=047e0985e3b930b9&vjs=3,Leicestershire County Council,Hybrid remote in Leicester,Today
31,Paid Social Executive,https://uk.indeed.com/viewjob?jk=f63855e7ed25df13&fccid=981c8518cc9dbddd&vjs=3,Dunelm,Leicester LE7+1 location, 1 day ago
32,Warehouse Assistant,https://uk.indeed.com/company/College-Kits-Direct/jobs/Warehouse-Worker-6976d0eb6395b19d?fccid=769d10c44c3d466b&vjs=3,Capital Hair and Beauty,Leicester LE8,Today
33,Linen Porter,https://uk.indeed.com/viewjob?jk=7b8575dbcfdc7054&fccid=d9e1bfa17ec2c8e4&vjs=3,Jury Inn East Midlands Airport,East Midlands Airport,Just posted
34,Store Assistant - Nights,https://uk.indeed.com/viewjob?jk=e062171ccb9ee5c6&fccid=a23ad4a5b3d8fc8f&vjs=3,ASDA,Leicester LE3,Today
