,job_title,job_link,company,location,date_posted
45,Assistant IT Trainer,https://uk.indeed.com/viewjob?jk=95b04e882e49433c&fccid=7691ebb71b24124c&vjs=3,Northumbria Healthcare - NHCT Northumbria...,Seaton Delaval NE25, 1 day ago
46,HEXHAM - Crew Member - Guaranteed Minimum 30+ Hour Contract (Must Have Fully Flexible Availability),https://uk.indeed.com/viewjob?jk=6bb8be220d9dd365&fccid=f753bb1a40104d82&vjs=3,McDonald's Limited,Hexham NE46, 1 day ago
47,Sales and Customer Service Coordinator,https://uk.indeed.com/company/George-Smith/jobs/Customer-Service-Manager-e06a425dfac5d270?fccid=643d40bbd117b641&vjs=3,George Smith,Cramlington NE23, 1 day ago
48,Supervisor,https://uk.indeed.com/viewjob?jk=b4de69b4da928d18&fccid=c6a39b666a120b41&vjs=3,Saltrock Blyth,Blyth NE24,Today
49,Child Support Worker,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BRro715BHjeyUUCsfRBjzuaLb2ImOgk2sh2jH2SsoVfj9vdtNI1ASHf3ZXcsuETq_YPixzgPvP03mVIfQB7n8UX_edQhSPfpr3wQTLJvBT2qV_q4qKh8n83Sn9vEZaXQJlfASW_WuDue0DbQwOGjERo3Gs6FUgHrJNOZyq-XVavTRmzY4DYrqW94hLA-KNtRJA8nZJVarlegFCqGMsjLKUjB7hrXeZMdKnbyGmazlVeg20MaCwBOcttzemSr84qX6tMMhnnJpf5Ao-kjtDVd9eB2qLSDC2dJsEyDlm3tzai2kHHtpAHP9lLbOm-9FF994R7KzkCkjqyOxw76YR35jk39Sf66KI9bDQ0P0pIGD_DmLTnq00RphhQe5T__2g7tD8qXLxAvSKo--thZw8U1uiVEbbNI9G11c7OcLsOQQ5uC3d9cCtiLBNmJRtnOUL4g-DSgdEln7VlNaqbQlM25tm_gaNbxGwsTzWtB5VMyOvyl10zYj-QxwhuJIZXsGUfSaaN0yq7OI6GydIGPSqB2uSZPIucZX6FsI=&xkcb=SoD6-_M3MPWSrlWMF50PbzkdCdPP&p=4&fvj=1&vjs=3,Pin Point Recruitment,Hexham+2 locations, 1 day ago
50,Bar and Waiting Staff,https://uk.indeed.com/viewjob?jk=90eff938d74d461a&fccid=bf1f9fff69c4e02a&vjs=3,Marston's PLC,Ashington NE63,Just posted
51,CNC Turner,https://uk.indeed.com/viewjob?jk=627e5124b0e80a1a&fccid=fa101182bd51b2ce&vjs=3,Adecco,Alnwick,Today
52,Insurance Advisor,https://uk.indeed.com/viewjob?jk=61e0052dd8952636&fccid=6d99054c2715d8fd&vjs=3,Coversure,Cramlington NE23, 1 day ago
53,CNC Turner Setter/Operator,https://uk.indeed.com/company/ISS-Precision-Engineering-Ltd/jobs/CNC-Turner-42d13dac809a48c5?fccid=3e6aa71e38add4e0&vjs=3,ISS Precision Engineering Ltd,Cramlington, 1 day ago
54,Senior Care Assistant (Days & Nights),https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BP7K4G1bs3LXw4aMyL5ILLTYBL_4yNC66XT-hlVdksQK-cz2Ova7ITjFq3XnwUPCKYy7HrVzS8lj15zuQTOTIhyzlhGMcNpMkrOVRGFG8iExGw4t46eHFRHbcjp4r648Xk_byO2qysJyCsfWaOCu6km8oK3CXX7Uu05NXfRIxxuV4Mhc5LAnUIm55sbooijgyXEPEyBJVb-eZc2t9j-pSGRJCFgtMWRIIODWCSIotAGO6ivLWbd-I6eQocEBpNBCH4YDFKO9rIvZgftGlq3wJme8rzoPyA00nQu9EyDtDFYDyfnhrpyvqMpkqm9SpocWm2SwEWslcCyZUF5c7ALdLXDEcHF5BL7Ux4S0C-MwJUgY2o6B3HKwDPcKS7rrDp-OeW45ViSqzexzVLRUZ4nMlCoW6D_y_EaRqmL973APaykuuvBPDJZI1MQPBwrIInlQl9nz88lwndx_S0W-5R0pIoiueMSDCnev3IpoKRbQDpDnk2i2BS57BCIZ22asWIjPgsZmCBLqAl_F6fCDrU-0bLMJNE7ywLouH0FoojFnkvkQ==&xkcb=SoA6-_M3MPWSrlWMF50CbzkdCdPP&p=9&fvj=1&vjs=3,"Marton Care Homes Limited, Elm Bank",Hexham NE46, 1 day ago
55,Assistant Speech and Language Therapist,https://uk.indeed.com/viewjob?jk=68c534b854c026d7&fccid=7691ebb71b24124c&vjs=3,Northumbria Healthcare NHS Foundation Trust,Blyth NE24,Today
56,Hygienist,https://uk.indeed.com/viewjob?jk=25a8e79977a58781&fccid=18a7374fde10337f&vjs=3,Bupa Dental Care,Morpeth NE61,Today
57,Unqualified Teaching Assistant,https://uk.indeed.com/viewjob?jk=6f9f223653ff2b49&fccid=d08549dd9ca5f407&vjs=3,Vision for Education,Hexham,Today
58,Welder/Fabricator,https://uk.indeed.com/viewjob?cmp=Unitech&ti=Fabricator%2Fwelder&jk=9dafca9e32a5c704&fccid=f94105d136b5cc23&vjs=3,Stellex Manufacturing Ltd,Morpeth, 1 day ago
59,Store Team Member,https://uk.indeed.com/viewjob?jk=4aa627079ac1a3af&fccid=1a0d569f303da16f&vjs=3,Home Bargains,Ashington NE63, 1 day ago
60,Support Worker - SOLOEBZ,https://uk.indeed.com/company/Solo-Support-Services-Ltd/jobs/Support-Worker-dac6c5e5ab999984?fccid=10ba78adbd9b9954&vjs=3,Solo Support Services Ltd,Morpeth,Today
