,job_title,job_link,company,location,date_posted
190,Delivery & Maintenance Team Member - Full Time,https://uk.indeed.com/viewjob?jk=ec86c4ad11cf7c08&fccid=f753bb1a40104d82&vjs=3,McDonald's Limited,Penrith CA11,Today
191,Supervisor - WHSmith,https://uk.indeed.com/viewjob?jk=c748e032d734656d&fccid=0b3f7500791a448e&vjs=3,Moto Hospitality Ltd,Southwaite CA4, 1 day ago
192,Housekeeping Team Member,https://uk.indeed.com/viewjob?jk=93ce5c697ad7516a&fccid=e982fa0b61fec944&vjs=3,Travelodge,Cockermouth,Today
193,Complex Care Advanced Healthcare Assistant,https://uk.indeed.com/company/Private-care-package/jobs/Healthcare-Assistant-7a430210dde7f984?fccid=d8d246f41f480c4b&vjs=3,NHS funded Private care package - The K Team,Ulverston LA12, 1 day ago
194,Bank Integrated Midwife,https://uk.indeed.com/viewjob?jk=398c466e7cf4f824&fccid=56435fa6cbc97f13&vjs=3,North Cumbria Integrated Care NHS Foundation Trust,Carlisle CA2,Today
195,Complex Care Advanced Healthcare Assistant,https://uk.indeed.com/company/Private-care-package/jobs/Healthcare-Assistant-7a430210dde7f984?fccid=d8d246f41f480c4b&vjs=3,NHS funded Private care package - The K Team,Ulverston LA12, 1 day ago
196,Volunteer Peer Support Facilitator (Suicide Bereavement),https://uk.indeed.com/company/Survivors-of-Bereavement-by-Suicide/jobs/Facilitator-75f50cfbe2770716?fccid=ed42df8e050f7a37&vjs=3,Survivors of Bereavement by Suicide,Penrith,Today
197,Cleaning Operative,https://uk.indeed.com/company/Pure-Cleanse-Cleaning-Services/jobs/Cleaner-db095b60a4f11d14?fccid=0746bda752a1eed7&vjs=3,Pure Cleanse Cleaning Services,Kendal, 1 day ago
198,Care Home Assistant Practitioner (CHAP),https://uk.indeed.com/viewjob?jk=e65f8e3c53c69434&fccid=7b79bb7071ba132e&vjs=3,Four Seasons Health Care,Carlisle CA1, 1 day ago
199,Kitchen Assistant,https://uk.indeed.com/viewjob?jk=511559c43823a2b2&fccid=c55f4ad42cee2cd3&vjs=3,Compass Group,Appleby CA16,Today
200,"FOH Assistant, Houghton Hall Garden Centre",https://uk.indeed.com/viewjob?jk=321d2309bbe6be42&fccid=7c0cac602b039170&vjs=3,The Klondyke Group,Carlisle CA6,Just posted
201,Cleaning Operative,https://uk.indeed.com/company/Assured-Cleaning-Services/jobs/Cleaner-46bcf0526cacf122?fccid=29fe64c8930950b4&vjs=3,Assured Cleaning Services,Kendal, 1 day ago
202,Store Assistant,https://uk.indeed.com/viewjob?jk=2eb27b24a52410a5&fccid=680779d00ddc1a7b&vjs=3,Travis Perkins plc group,Barrow-In-Furness,Today
203,Café Supervisor,https://uk.indeed.com/company/John-Watt-and-Son/jobs/Caf%C3%A9-Manager-4e699ff361780057?fccid=436f4455340711c3&vjs=3,John Watt and Son,Carlisle, 1 day ago
204,Housekeeper. Willow A/B,https://uk.indeed.com/viewjob?jk=d1033443e3d87eae&fccid=56435fa6cbc97f13&vjs=3,North Cumbria Integrated Care NHS Foundation Trust,Carlisle CA2, 1 day ago
205,Facilities Domestic Assistant (Carlisle) 10 hours,https://uk.indeed.com/viewjob?jk=18c1bbb808df9b55&fccid=56435fa6cbc97f13&vjs=3,North Cumbria Integrated Care NHS Foundation Trust,Carlisle CA2,Today
206,Tesco Colleague Nights - Workington Superstore,https://uk.indeed.com/viewjob?jk=d5d8bd68791bfd96&fccid=e7de5238ae83770d&vjs=3,Tesco,Workington CA14, 1 day ago
207,Supervisor,https://uk.indeed.com/viewjob?jk=ef9d85a25420c536&fccid=c55f4ad42cee2cd3&vjs=3,Compass Group,Carlisle CA2,Today
208,Part-time domestic cleaners sought in Egremont,https://uk.indeed.com/viewjob?jk=67f7fd5f06c5b01c&fccid=a584ded04c64bb01&vjs=3,Maid2clean,Egremont,Just posted
209,Van delivery driver - owner drivers wanted,https://uk.indeed.com/viewjob?jk=bc9ad2ebe0acc27e&fccid=56556bebac48f0e2&vjs=3,Avail,Carlisle,Just posted
210,Mobile Area Supervisor (PC),https://uk.indeed.com/company/JPR-Solutions-(UK)-Limited/jobs/Area-Supervisor-d48fc59920ce1964?fccid=be20f21ca2c19305&vjs=3,JPR Solutions (UK) Limited,Barrow-In-Furness+3 locations,Today
211,Team Leader - M&S Simply Food,https://uk.indeed.com/viewjob?jk=042e2435e1d21752&fccid=0b3f7500791a448e&vjs=3,Moto Hospitality Ltd,Southwaite CA4, 1 day ago
212,Digital Marketing Apprentice - Whamos LTD,https://uk.indeed.com/viewjob?jk=0f352375882aede7&fccid=9cf2bdd5982945fb&vjs=3,LMP Group,Millom LA18,Today
213,Housekeeping Attendant,https://uk.indeed.com/company/Danby-Castle-&-Barn/jobs/Housekeeper-0079d30894d6ac76?fccid=ea899bd74806dc7a&vjs=3,Dalston Hall,Carlisle,Today
214,Refuse Collector,https://uk.indeed.com/viewjob?jk=38223c4046513433&fccid=52eea3a65ee31030&vjs=3,The Best Connection Employment Group,Carlisle CA2, 1 day ago
215,1st Line Support,https://uk.indeed.com/viewjob?jk=032c31916502144c&fccid=dbade4ef28afa9df&vjs=3,SF Group,Warwick,Today
216,Front of House Staff,https://uk.indeed.com/company/The-Cavendish-Arms/jobs/Front-End-Associate-c7b12e3b50751e4a?fccid=91a9d2ea75d23ace&vjs=3,The Cavendish Arms,Cartmel,Today
217,Care Assistant,https://uk.indeed.com/viewjob?jk=65e51604ff57df7a&fccid=7b79bb7071ba132e&vjs=3,Four Seasons Health Care,Maryport CA15+1 location, 1 day ago
218,Administrator,https://uk.indeed.com/viewjob?jk=a9525b9808de8752&fccid=e15a3ade6bdb8807&vjs=3,NG Bailey Engineering Division,Barrow-In-Furness,Today
219,Care Home Care Assistant (Nights) - LONGTOWN,https://uk.indeed.com/company/Virginia-Lodge-Care-Home/jobs/Home-Assistant-fd6a0acd277a00e6?fccid=546c143464b21c99&vjs=3,Virginia Lodge Care Home - Longtown,Longtown CA6,Today
